PWSID,requested,responded,voluntary,tag,Service_Connections,Population,Fee_Code,Regulating_Agency,Water_System_Name,bill_freq,bill_freq_other,submetered_YN,expense_2019_Apr,expense_2019_May,expense_2019_Jun,expense_2019_Jul,expense_2019_Aug,expense_2019_Sep,expense_2019_Oct,expense_2019_Total,revenue_2019_Apr,revenue_2019_May,revenue_2019_Jun,revenue_2019_Jul,revenue_2019_Aug,revenue_2019_Sep,revenue_2019_Oct,revenue_2019_Total,expense_2020_Apr,expense_2020_May,expense_2020_Jun,expense_2020_Jul,expense_2020_Aug,expense_2020_Sep,expense_2020_Oct,expense_2020_Total,revenue_2020_Apr,revenue_2020_May,revenue_2020_Jun,revenue_2020_Jul,revenue_2020_Aug,revenue_2020_Sep,revenue_2020_Oct,revenue_2020_Total,comments_exp_rev,cash_reserve_restricted,cash_reserve_unrestricted,cash_reserve_total,months_before_assist,loans_YN,delinquent_num_acc,delinquent_amount_dollars,comments_cash_reserves,filename
CA4300550,y,y,n,Bin A,24,60,SC,DISTRICT 17 - SANTA CLARA,VISTA GRANDE WATER USERS ASSOCIATION,M,NA,NA,1806.17,2120.13,5378.51,5734.3,100,2927.02,2264.37,20330.5,2000,NA,3762.42,1920,8266.86,NA,6487.34,22436.62,7517.82,1368.1,1911.44,2121.68,7443.52,4380.9,5545.2,30288.66,2597.88,3346.35,3306.77,3357.03,3817.18,3514.99,3234.66,23174.86,Expenses higher than revenue due to water system improvements and increased operation costs in late 2019. Expenses billed in early 2020.,NA,38822,38822,C,N,0,0,No additional comments.,S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT17-SANTACLARA\Complete\Survey_DISTRICT17-CA4300550-VISTAGRANDEWATERUSERSASSOCIATION - COMPLETE.xlsx
CA4300760,n,NA,not.requested,Bin A,24,68,SC,DISTRICT 17 - SANTA CLARA,SANTA TERESA MEADOWS WATER COMPANY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4400604,n,NA,not.requested,Bin A,24,54,SC,DISTRICT 05 - MONTEREY,BRACKEN BRAE COUNTRY CLUB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4400764,n,NA,not.requested,Bin A,24,45,SP,LPA74 - SANTA CRUZ COUNTY,MOUNT MADONNA CENTER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4500093,n,NA,not.requested,Bin A,24,35,SC,LPA75 - SHASTA COUNTY,RED HILL MOBILEHOME PARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4700630,n,NA,not.requested,Bin A,24,50,DAVCS,DISTRICT 01 - KLAMATH,SHASTA VIEW HEIGHTS OWNERS ASSOCIATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4900620,n,NA,not.requested,Bin A,24,67,SC,DISTRICT 18 - SONOMA,AUSTIN ACRES MUTUAL WATER COMPANY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4900892,y,y,n,Bin A,24,45,SC,DISTRICT 18 - SONOMA,SUMMIT VIEW RANCH MUTUAL WATER CO.,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,"No response from the Board President.    On November 20, 2020 DDW received the following via emai: As Secretary of Summit View Ranch HOA, I’m responding to your email and survey data.  Our water system has not experienced any impact from Covid-19.
Sandy Dodge,
Secretary,
Summit View Ranch HOA",S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT18-SONOMA\Complete\Survey_DISTRICT18-CA4900892-SUMMITVIEWRANCHMUTUALWATERCOpartial.xlsx
CA5200546,n,NA,not.requested,Bin A,24,140,SC,LPA82 - TEHAMA COUNTY,ANTELOPE-HOMEWOOD MHP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5400819,n,NA,not.requested,Bin A,24,44,SC,DISTRICT 24 - TULARE,MOUNTAIN VIEW MHP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0409181,n,NA,not.requested,Bin A,23,50,SC,LPA34 - BUTTE COUNTY,BLUE OAK TERRACE MUTUAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0800603,n,NA,not.requested,Bin A,23,67,SC,DISTRICT 01 - KLAMATH,BUTTE COURT MOBILE HOME PARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1009179,n,NA,not.requested,Bin A,23,76,SC,DISTRICT 23 - FRESNO,BRITZ/FIVE POINT SYSTEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1200588,n,NA,not.requested,Bin A,23,60,SC,DISTRICT 01 - KLAMATH,SEAWOOD ESTATES MUTUAL WATER COMPANY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1502315,n,NA,not.requested,Bin A,23,225,SC,DISTRICT 19 - TEHACHAPI,CAMP OWEN WATER SYSTEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1502600,y,n,no.response,Bin A,23,51,SC,DISTRICT 12 - VISALIA,WEGIS MUTUAL WATER COMPANY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1900145,n,NA,not.requested,Bin A,23,76,SC,LPA49 - LA COUNTY,REESEDALE MUTUAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2000529,n,NA,not.requested,Bin A,23,50,SC,LPA50 - MADERA COUNTY,BONADELLE RANCHOS MUTUAL WATER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2300837,n,NA,not.requested,Bin A,23,75,DAVCS,DISTRICT 03 - MENDOCINO,YOKAYO TRIBE OF INDIANS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2400128,n,NA,not.requested,Bin A,23,64,SC,DISTRICT 11 - MERCED,COUNTRY CLUB COUNTY WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2700624,n,NA,not.requested,Bin A,23,66,NA,LPA57 - MONTEREY COUNTY,LEAFWOOD COMMUNITY WA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2700686,n,NA,not.requested,Bin A,23,65,NA,LPA57 - MONTEREY COUNTY,GARLEN COURT WS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2702374,n,NA,not.requested,Bin A,23,73,SC,LPA57 - MONTEREY COUNTY,COUNTRYSIDE ESTATES MWC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2800516,n,NA,not.requested,Bin A,23,200,NA,LPA58 - NAPA COUNTY,TUCKER ACRES MUTUAL WATER CO.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3100023,n,NA,not.requested,Bin A,23,59,SC,LPA61 - PLACER COUNTY,AUBURN MOBILE HOME VILLAGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3200078,n,NA,not.requested,Bin A,23,32,SC,LPA62 - PLUMAS COUNTY,FRCCSD OLD MILL RANCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3200189,n,NA,not.requested,Bin A,23,54,SC,LPA62 - PLUMAS COUNTY,VALIVU ESTATES MHP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3600071,n,NA,not.requested,Bin A,23,63,SC,LPA66 - SAN BERNARDINO COUNTY,CHAMISAL MWC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4000214,n,NA,not.requested,Bin A,23,25,SC,LPA70 - SAN LUIS OBISPO COUNTY,BARON CANYON MUTUAL WATER CO.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4100539,n,NA,not.requested,Bin A,23,66,SC,DISTRICT 17 - SANTA CLARA,KINGS MOUNTAIN PARK MUTUAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4200714,n,NA,not.requested,Bin A,23,43,SC,LPA72 - SANTA BARBARA COUNTY,SAN AUGUSTINE MWC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4200721,n,NA,not.requested,Bin A,23,67,SC,LPA72 - SANTA BARBARA COUNTY,NAPLES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4400528,n,NA,not.requested,Bin A,23,64,SC,DISTRICT 05 - MONTEREY,LAUREL COMMUNITY LEAGUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4900513,n,NA,not.requested,Bin A,23,76,SC,DISTRICT 18 - SONOMA,MADRONE MUTUAL WATER COMPANY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4900568,n,NA,not.requested,Bin A,23,61,SC,DISTRICT 18 - SONOMA,VALLEY FORD WATER ASSOCIATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4900673,n,NA,not.requested,Bin A,23,74,SC,DISTRICT 18 - SONOMA,ATHENA TERRACE MUTUAL WATER COMPANY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4900674,n,NA,not.requested,Bin A,23,27,SC,DISTRICT 18 - SONOMA,PINE HILL TERRACE MOBILE HOME PARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4900728,n,NA,not.requested,Bin A,23,70,SC,DISTRICT 18 - SONOMA,EVERGREEN MOBILE ESTATES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4901062,n,NA,not.requested,Bin A,23,48,SC,DISTRICT 18 - SONOMA,KINNYBROOK MUTUAL WATER COMPANY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5000218,n,NA,not.requested,Bin A,23,90,SC,LPA80 - STANISLAUS COUNTY,COUNTRY VILLA APTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5200527,y,n,no.response,Bin A,23,50,SC,LPA82 - TEHAMA COUNTY,HUNTER'S FISHING RESORT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5500363,y,n,no.response,Bin A,23,55,SC,DISTRICT 11 - MERCED,TUD-WARDS FERRY RANCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0300024,n,NA,not.requested,Bin A,22,25,SC,DISTRICT 10 - STOCKTON,TABEAU MOBILE HOME PARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0400021,n,NA,not.requested,Bin A,22,20,NA,LPA34 - BUTTE COUNTY,ROBINSON'S CORNER MHP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0707585,n,NA,not.requested,Bin A,22,60,SC,LPA37 - CONTRA COSTA COUNTY,MORAGA HEIGHTS MUTUAL WATER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0707623,n,NA,not.requested,Bin A,22,90,SC,LPA37 - CONTRA COSTA COUNTY,WILCOX STATION RANCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1000472,n,NA,not.requested,Bin A,22,40,SC,DISTRICT 23 - FRESNO,PG&E HELMS SUPPORT FACILITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1300018,n,NA,not.requested,Bin A,22,1800,SC,LPA43 - IMPERIAL COUNTY,GATEWAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1300572,n,NA,not.requested,Bin A,22,70,SC,LPA43 - IMPERIAL COUNTY,VALLEY MOBILE HOME PARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1502663,n,NA,not.requested,Bin A,22,73,SC,DISTRICT 12 - VISALIA,TOWN & COUNTRY WATER COMPANY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1900062,y,n,no.response,Bin A,22,184,SC,LPA49 - LA COUNTY,LOS ANGELES RESIDENTIAL COMMUNITY FOUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2000526,n,NA,not.requested,Bin A,22,74,NA,LPA50 - MADERA COUNTY,PIKE RANCH MUTUAL WATER CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2701956,n,NA,not.requested,Bin A,22,66,NA,LPA57 - MONTEREY COUNTY,PIONEER PLACE MWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2702055,n,NA,not.requested,Bin A,22,66,NA,LPA57 - MONTEREY COUNTY,VIERRA KNOLLS MWC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3301209,n,NA,not.requested,Bin A,22,60,SC,LPA63 - RIVERSIDE COUNTY,DESERT VIEW TRAILER PARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3303035,n,NA,not.requested,Bin A,22,73,SC,LPA63 - RIVERSIDE COUNTY,THERMAL PARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3400433,n,NA,not.requested,Bin A,22,40,SC,LPA64 - SACRAMENTO COUNTY,EDGEWATER MOBILE HOME PARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3500911,n,NA,not.requested,Bin A,22,69,SC,DISTRICT 05 - MONTEREY,CREEKBRIDGE MUTUAL WATER COMPANY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3900586,n,NA,not.requested,Bin A,22,50,SC,LPA69 - SAN JOAQUIN COUNTY,B&G MOBILE HOME PARK LLC WS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3900835,y,y,n,Bin A,22,70,SC,LPA69 - SAN JOAQUIN COUNTY,WAYSIDE MOTEL APARTMENTS WTR SYS,BM,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The new owner just took over in January 2020, and does not have financial information for the water system from 2019. The new owner also says that he cannot estimate the 2020 monthly revenue and monthly expenses of the water system because the meter covers the office building and apartments. I tried explaing that I am gathering information for the entire water system, but he kept insisting that the office building was not included in the water system.",NA,NA,0,A,Y,4,13663,Many people are not paying their rent.,S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT10-STOCKTON\Complete\Survey_LPA69-CA3900835-WAYSIDEMOTELAPARTMENTSWTRSYS_complete.xlsx
CA4000741,n,NA,not.requested,Bin A,22,60,SC,LPA70 - SAN LUIS OBISPO COUNTY,"H2O, INC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4300637,n,NA,not.requested,Bin A,22,58,SC,DISTRICT 17 - SANTA CLARA,LOS RANCHOS DE UVAS WATER COMPANY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4300716,y,n,no.response,Bin A,22,300,SC,DISTRICT 17 - SANTA CLARA,LUPIN LODGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4400517,n,NA,not.requested,Bin A,22,33,SC,LPA74 - SANTA CRUZ COUNTY,LAKEVIEW APARTMENTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
