"","Regulating Agency","Water System No.","Water System Name","Fed Type","State Type","DS Class","Max TP Class","Fee Code","Service Connections","Last SNSV","completed","PWSID","Population","tag"
"2652","LPA57 - MONTEREY COUNTY",2701701,"BRADLEY-LOCKWOOD RD WS","C","C","D1","There are no treatment plants","SC",16,2017-07-25,"n",NA,39,NA
"2653","LPA59 - NEVADA COUNTY",2900541,"CHRISTIAN ENCOUNTER MINISTRIES","C","C","D1","There are no treatment plants","SC",16,2018-12-13,"n",NA,35,NA
"2654","DISTRICT 08 - SANTA ANA",3010093,"EAST ORANGE COUNTY WD - WZ","C","C","D4","There are no treatment plants","WH",16,2019-12-30,"n",NA,0,NA
"2655","LPA63 - RIVERSIDE COUNTY",3301937,"MESQUITE MUTUAL WATER CO.","C","C","D1","There are no treatment plants","SC",16,2019-07-24,"n",NA,42,NA
"2656","DISTRICT 13 - SAN BERNARDINO",3601048,"BARTON FLATS WATER SYSTEM","C","C","D1","T2","N1",16,2019-07-31,"n",NA,1070,NA
"2657","LPA69 - SAN JOAQUIN COUNTY",3900559,"WINE COUNTRY APARTMENTS","C","C","D1","There are no treatment plants","SC",16,2019-03-08,"n",NA,40,NA
"2658","LPA69 - SAN JOAQUIN COUNTY",3900579,"CENTURY MOBILE HOME PARK","C","C","D1","There are no treatment plants","SC",16,2018-02-23,"n",NA,50,NA
"2659","LPA69 - SAN JOAQUIN COUNTY",3900921,"CARDOZA VILLA CORP","C","C","D1","There are no treatment plants","SC",16,2017-07-20,"n",NA,30,NA
"2660","LPA70 - SAN LUIS OBISPO COUNTY",4000775,"MUSTANG SPRINGS MUTUAL WATER","C","C","D1","T1","SC",16,2019-05-22,"n",NA,30,NA
"2661","DISTRICT 17 - SANTA CLARA",4100510,"REDWOOD TERRACE MUTUAL","C","C","D1","T1","SC",16,2018-06-28,"y","CA4100510",43,"Bin A"
"2662","DISTRICT 17 - SANTA CLARA",4300571,"SULLIVAN MUTUAL WATER","C","C","D1","TD","SC",16,2020-02-11,"n",NA,53,NA
"2663","DISTRICT 17 - SANTA CLARA",4300996,"VALLEY VIEW RANCHES","C","C","D1","T1","SC",16,2016-04-29,"n",NA,45,NA
"2664","LPA74 - SANTA CRUZ COUNTY",4400645,"HIDDEN MEADOW MUTUAL WATER CO","C","C","D1","There are no treatment plants","SC",16,2017-06-05,"n",NA,45,NA
"2665","LPA74 - SANTA CRUZ COUNTY",4400684,"APTOS RIDGE MUTUAL WATER CO","C","C","D1","There are no treatment plants",NA,16,2018-01-22,"n",NA,50,NA
"2666","LPA74 - SANTA CRUZ COUNTY",4400692,"ALLAN LANE WATER ASSOCIATION","C","C","D1","There are no treatment plants","SC",16,2018-06-14,"n",NA,54,NA
"2667","LPA75 - SHASTA COUNTY",4500104,"SUNRISE MOBILEHOME PARK","C","C","D1","TD","SC",16,2019-04-24,"n",NA,25,NA
"2668","DISTRICT 18 - SONOMA",4900646,"ALEXANDER VALLEY ACRES WATER COMPANY","C","C","D1","There are no treatment plants","SC",16,2017-10-06,"n",NA,30,NA
"2669","DISTRICT 18 - SONOMA",4900846,"ROLLING OAKS ROAD ASSOCIATION","C","C","D1","TD","SC",16,2018-12-14,"n",NA,25,NA
"2670","DISTRICT 18 - SONOMA",4901221,"GRATON MUTUAL (GREEN VALLEY HOA)","C","C","D1","TD","SC",16,2019-07-18,"n",NA,50,NA
"2671","DISTRICT 18 - SONOMA",4901309,"HILTON MUTUAL WATER COMPANY","C","C","D1","TD","SC",16,2015-02-25,"y","CA4901309",98,"Bin A"
"2672","DISTRICT 18 - SONOMA",4901381,"LICHAU HYLANDS MUTUAL WATER COMPANY","C","C","D1","TD","SC",16,2019-09-09,"n",NA,37,NA
"2673","LPA82 - TEHAMA COUNTY",5200013,"WOMACK SUBDIVISION M.W.C.","C","C","D1","There are no treatment plants","SC",16,2018-11-18,"n",NA,40,NA
"2674","LPA82 - TEHAMA COUNTY",5200584,"LITTLE AVENUE WATER SYSTEM","C","C","D1","TD","SC",16,2016-08-02,"n",NA,53,NA
"2675","DISTRICT 06 - SANTA BARBARA",5602101,"ESTERINA PROPERTIES","C","C","D1","TD","SC",16,2018-08-01,"n",NA,50,NA
"2676","DISTRICT 06 - SANTA BARBARA",5602132,"WATERS ROAD DOMESTIC USERS GROUP","C","C","D1","There are no treatment plants","SC",16,2019-03-26,"n",NA,25,NA
"2677","DISTRICT 23 - FRESNO",1000405,"PIEDRA PARK ASSOCIATION","C","C","D1","T1","SC",15,2018-07-10,"y","CA1000405",25,"Bin A"
"2678","DISTRICT 23 - FRESNO",1000570,"JUVENILE JUSTICE CAMPUS","C","C","D1","There are no treatment plants","SC",15,2017-10-26,"n",NA,400,NA
"2679","DISTRICT 23 - FRESNO",1009051,"CANTUA CREEK VINEYARDS, IV, LLC.","C","C","D1","There are no treatment plants","SC",15,2019-10-19,"n",NA,50,NA
"2680","DISTRICT 21 - VALLEY",1100254,"VOYLES TRAILER PARK","C","C","D1","TD","SC",15,2018-08-13,"n",NA,25,NA
"2681","LPA44 - INYO COUNTY",1400078,"SCE BISHOP CREEK PLANT 4","C","C","D1","There are no treatment plants","SC",15,2017-06-23,"n",NA,38,NA
"2682","LPA44 - INYO COUNTY",1400518,"VAN LOON WATER ASSOCIATION","C","C","D1","There are no treatment plants","SC",15,2017-08-14,"n",NA,30,NA
"2683","DISTRICT 12 - VISALIA",1500344,"SOUTH KERN MUTUAL WATER COMPANY","C","C","D1","TD","SC",15,2018-10-19,"n",NA,32,NA
"2684","DISTRICT 12 - VISALIA",1500560,"KRANENBURG WATER SYSTEM","C","C","D1","There are no treatment plants","SC",15,2019-10-22,"n",NA,42,NA
"2685","DISTRICT 19 - TEHACHAPI",1500591,"SWEET WATER CO-OP","C","C","D1","There are no treatment plants","SC",15,2018-10-31,"y","CA1500591",47,"Bin A"
"2686","DISTRICT 19 - TEHACHAPI",1502569,"FIRST MUTUAL WATER SYSTEM","C","C","D1","There are no treatment plants","SC",15,2018-11-02,"n",NA,35,NA
"2687","DISTRICT 12 - VISALIA",1502622,"GOSFORD ROAD WATER COMPANY","C","C","D1","There are no treatment plants","SC",15,2017-12-21,"n",NA,50,NA
"2688","DISTRICT 19 - TEHACHAPI",1510053,"ANTELOPE VALLEY E KERN WTR AGY-ROSAMOND","C","C","D3","T4","WH",15,2017-05-10,"n",NA,0,NA
"2689","DISTRICT 16 - CENTRAL",1900007,"CALIFORNIA CONSERVATION CAMP #14","C","C","D1","T2","SC",15,2019-10-22,"n",NA,95,NA
"2690","DISTRICT 07 - HOLLYWOOD",1910041,"THREE VALLEYS MWD","C","C","D4","T5","WH",15,2018-02-15,"n",NA,0,NA
"2691","LPA50 - MADERA COUNTY",2000592,"TWO TWENTY FOUR MOBILE HOME PK","C","C","D1","There are no treatment plants",NA,15,2019-05-30,"n",NA,30,NA
"2692","DISTRICT 03 - MENDOCINO",2300663,"BRANSCOMB MUTUAL WATER COMPANY","C","C","D1","T2","SC",15,2017-06-20,"n",NA,42,NA
"2693","LPA56 - MONO COUNTY",2600699,"CHALFANT VALLEY WEST M.W.C.","C","C","D1","There are no treatment plants",NA,15,2019-11-14,"n",NA,45,NA
"2694","LPA57 - MONTEREY COUNTY",2700678,"PARADISE RD WS #05","C","C","D1","TD",NA,15,2019-08-30,"n",NA,42,NA
"2695","LPA57 - MONTEREY COUNTY",2700733,"SAN JUAN RD WS #01","C","C","D1","There are no treatment plants","SC",15,2018-08-15,"n",NA,49,NA
"2696","LPA57 - MONTEREY COUNTY",2701589,"SUNNY ACRES MWS","C","C","D1","TD",NA,15,2017-09-18,"n",NA,45,NA
"2697","LPA57 - MONTEREY COUNTY",2701935,"MOUNT TORO RANCHOS MWA","C","C","D1","T1",NA,15,2017-08-03,"n",NA,45,NA
"2698","LPA58 - NAPA COUNTY",2800528,"LINDA VISTA MUTUAL WATER CO","C","C","D1","T1","SC",15,2020-06-10,"n",NA,50,NA
"2699","LPA58 - NAPA COUNTY",2800532,"VAILIMA ESTATES MUTUAL WATER","C","C","D1","There are no treatment plants",NA,15,2020-06-30,"n",NA,25,NA
"2700","LPA61 - PLACER COUNTY",3100538,"ROSECREST MUTUAL","C","C","D1","There are no treatment plants","SC",15,2018-07-10,"n",NA,31,NA
"2701","LPA62 - PLUMAS COUNTY",3205001,"WALKER RANCH CSD","C","C","D1","There are no treatment plants","SC",15,2020-05-27,"n",NA,50,NA
"2702","DISTRICT 17 - SANTA CLARA",3500524,"RIVER OAKS R.V.P.","C","C","D1","TD","SP",15,2019-03-05,"n",NA,52,NA
"2703","DISTRICT 05 - MONTEREY",3500575,"SPRINGWOOD ESTATES MWC","C","C","D1","TD","SC",15,2018-09-19,"n",NA,50,NA
"2704","LPA66 - SAN BERNARDINO COUNTY",3600215,"GILBERT STREET COMPLEX","C","C","D1","There are no treatment plants","SC",15,2019-01-07,"n",NA,1000,NA
"2705","LPA69 - SAN JOAQUIN COUNTY",3900732,"V & P TRAILER COURT WATER SYSTEM","C","C","D1","There are no treatment plants","SC",15,2017-12-19,"n",NA,35,NA
"2706","LPA69 - SAN JOAQUIN COUNTY",3900837,"LODI HOMES","C","C","D1","There are no treatment plants","SC",15,2019-02-20,"n",NA,39,NA
"2707","LPA69 - SAN JOAQUIN COUNTY",3900991,"LA TORRES PARK","C","C","D1","There are no treatment plants","SC",15,2017-11-15,"n",NA,40,NA
"2708","LPA69 - SAN JOAQUIN COUNTY",3901213,"SUNNY ROAD WATER SYSTEM","C","C","D1","There are no treatment plants","SC",15,2017-12-08,"n",NA,30,NA
"2709","LPA69 - SAN JOAQUIN COUNTY",3901217,"HAYNES BOARD & CARE HOME","C","C","D1","There are no treatment plants","SC",15,2019-02-27,"n",NA,41,NA
"2710","LPA69 - SAN JOAQUIN COUNTY",3901276,"HANOT FOUNDATION INC","C","C","D1","There are no treatment plants","SC",15,2019-02-21,"n",NA,38,NA
"2711","LPA69 - SAN JOAQUIN COUNTY",3901304,"ENCLAVE AT THE DELTA","C","C","D1","There are no treatment plants","SC",15,2016-07-15,"n",NA,39,NA
"2712","LPA69 - SAN JOAQUIN COUNTY",3901474,"HESKETT, JOE WATER SYSTEM","C","C","D1","There are no treatment plants","SC",15,2017-03-10,"n",NA,39,NA
"2713","LPA70 - SAN LUIS OBISPO COUNTY",4000631,"ALMIRA WATER ASSOCIATION","C","C","D1","T1","SC",15,2020-04-29,"n",NA,40,NA
"2714","DISTRICT 06 - SANTA BARBARA",4210030,"CENTRAL COAST WATER AUTHORITY","C","C","D5","T5","WH",15,2018-08-01,"n",NA,0,NA
"2715","DISTRICT 17 - SANTA CLARA",4300578,"ANGELO LANE WATER COMPANY","C","C","D1","There are no treatment plants","SC",15,2018-11-06,"y","CA4300578",52,"Bin A"
"2716","DISTRICT 17 - SANTA CLARA",4300741,"MIREVAL IMPROVEMENT ASSOCIATION","C","C","D1","There are no treatment plants","SC",15,2020-07-21,"n",NA,60,NA
"2717","LPA80 - STANISLAUS COUNTY",5000067,"TULLY MOBILE ESTATES","C","C","D1","T2","SC",15,2018-08-24,"n",NA,40,NA
"2718","LPA82 - TEHAMA COUNTY",5200559,"ABBEY OF NEW CLAIRVAUX","C","C","D1","There are no treatment plants","SC",15,2016-11-09,"n",NA,20,NA
"2719","LPA82 - TEHAMA COUNTY",5200600,"GURNSEY AVENUE MUTUAL WATER SYSTEM","C","C","D1","There are no treatment plants",NA,15,NA,"n",NA,25,NA
"2720","DISTRICT 24 - TULARE",5400744,"EAST THREE RIVERS MUTUAL WATER CORP","C","C","D1","TD","SC",15,2018-06-01,"n",NA,40,NA
"2721","DISTRICT 06 - SANTA BARBARA",5610046,"UNITED WTR CONS DIST","C","C","D4","T4","WH",15,2017-01-18,"n",NA,0,NA
"2722","DISTRICT 06 - SANTA BARBARA",5610080,"PORT HUENEME WATER AGENCY","C","C","D4","T2","WH",15,2017-04-28,"n",NA,0,NA
"2723","LPA88 - YUBA COUNTY",5800863,"FELLOWSHIP OF FRIENDS","C","C","D1","There are no treatment plants","SC",15,2018-08-07,"n",NA,325,NA
"2724","DISTRICT 01 - KLAMATH",1200590,"MOONSTONE HEIGHTS MWA","C","C","D1","T1","SC",14,2020-03-18,"n",NA,31,NA
"2725","LPA44 - INYO COUNTY",1400024,"ROCKING K RANCH ESTATES MUTUAL WATER CO.","C","C","D1","There are no treatment plants","SC",14,2014-05-01,"n",NA,27,NA
"2726","DISTRICT 13 - SAN BERNARDINO",1410502,"NPS - DEATH VALLEY, STOVEPIPE WELLS","C","C","D1","T2","SC",14,2016-11-29,"n",NA,175,NA
"2727","DISTRICT 12 - VISALIA",1500096,"OLD RIVER MUTUAL WATER COMPANY","C","C","D1","There are no treatment plants","SC",14,2018-10-19,"n",NA,128,NA
"2728","DISTRICT 12 - VISALIA",1502629,"HEATH BRIMHALL P.O.A.","C","C","D1","There are no treatment plants","SC",14,2019-10-18,"n",NA,31,NA
"2729","DISTRICT 12 - VISALIA",1502699,"EAST WILSON ROAD WATER COMPANY","C","C","D1","Operator is not required","SC",14,2020-04-23,"n",NA,35,NA
"2730","DISTRICT 15 - METROPOLITAN",1900542,"LOS ANGELES, CITY OF - POWER PLANT #2","C","C","D1","T2","SC",14,2018-02-06,"n",NA,41,NA
"2731","DISTRICT 18 - SONOMA",2100579,"NICASIO VALLEY RANCH MUTUAL","C","C","D1","T2","SC",14,2015-10-20,"n",NA,43,NA
"2732","DISTRICT 05 - MONTEREY",3500578,"LOS MADRONES MWC","C","C","D1","TD","SC",14,2019-03-27,"n",NA,36,NA
"2733","DISTRICT 17 - SANTA CLARA",4301013,"ROCKWOOD ESTATES MUTUAL WATER COMPANY","C","C","D1","T1","SC",14,2019-10-21,"n",NA,30,NA
"2734","DISTRICT 04 - SAN FRANCISCO",4800589,"CRESTA MESA PARQUE","C","C","D1","There are no treatment plants","SC",14,2018-09-26,"n",NA,25,NA
"2735","LPA80 - STANISLAUS COUNTY",5000316,"HAKAM MISSON","C","C","NR","There are no treatment plants","SC",14,2018-09-21,"n",NA,45,NA
"2736","LPA82 - TEHAMA COUNTY",5200588,"JUANITA COURT MUTUAL WATER","C","C","D1","There are no treatment plants","SC",14,2019-09-16,"n",NA,42,NA
"2737","DISTRICT 24 - TULARE",5400604,"MOUNTAIN VIEW DUPLEXES","C","C","D1","There are no treatment plants","SC",14,2018-06-28,"y","CA5400604",103,"Bin A"
"2738","DISTRICT 12 - VISALIA",5400767,"DEL ORO EAST PLANO DISTRICT","C","C","D1","There are no treatment plants","SC",14,2019-07-31,"n",NA,46,NA
"2739","DISTRICT 24 - TULARE",5400769,"FOOTHILL APARTMENTS","C","C","D1","T2","SC",14,2018-06-20,"n",NA,41,NA
"2740","DISTRICT 04 - SAN FRANCISCO",110010,"ZONE 7 WATER AGENCY","C","C","D4","T5","WH",13,2017-11-06,"n",NA,40,NA
"2741","LPA35 - CALAVERAS COUNTY",500091,"RITE OF PASSAGE/SIERRA RIDGE","C","C","TD","T2","SC",13,2020-07-30,"y","CA0500091",150,"Bin A"
"2742","DISTRICT 12 - VISALIA",1500216,"OPAL FRY AND SON","C","C","D1","TD","SC",13,2019-10-22,"n",NA,40,NA
"2743","DISTRICT 12 - VISALIA",1500516,"TUT BROTHERS FARM #96","C","C","D1","TD","SC",13,2018-12-19,"n",NA,30,NA
"2744","DISTRICT 19 - TEHACHAPI",1500566,"SPRING MOUNTAIN MUTUAL WATER COMPANY","C","C","D1","There are no treatment plants","DAVCS",13,2018-10-24,"n",NA,26,NA
"2745","DISTRICT 19 - TEHACHAPI",1502619,"SOUTH DESERT MUTUAL WATER COMPANY","C","C","D1","There are no treatment plants","SC",13,2018-10-17,"n",NA,26,NA
"2746","DISTRICT 19 - TEHACHAPI",1503684,"148 EAST WATER SYSTEM","C","C","D1","There are no treatment plants","SC",13,2018-03-30,"n",NA,36,NA
"2747","LPA49 - LA COUNTY",1900801,"COLORADO MUTUAL WATER COMPANY","C","C","D1","There are no treatment plants","SC",13,2019-01-29,"n",NA,30,NA
"2748","LPA57 - MONTEREY COUNTY",2702320,"HITCHCOCK RD WS #01","C","C","D1","There are no treatment plants","SP",13,2018-07-30,"n",NA,175,NA
"2749","LPA59 - NEVADA COUNTY",2900546,"SIERRA FRIENDS CENTER","C","C","D1","There are no treatment plants","SP",13,2019-09-26,"n",NA,125,NA
"2750","LPA64 - SACRAMENTO COUNTY",3400229,"RIO COSUMNES CORRECTIONAL CENTER [SWS]","C","C",NA,"Missing treatment classification in SDWIS",NA,13,2019-09-10,"n",NA,2800,NA
"2751","DISTRICT 17 - SANTA CLARA",4100522,"REDWOOD GLEN CAMP & CONFERENCE CTR","C","C","D1","T2","SC",13,2019-01-22,"n",NA,169,NA
"2752","DISTRICT 17 - SANTA CLARA",4301004,"EMERALD VALLEY MUTUAL WATER COMPANY","C","C","D1","There are no treatment plants","SC",13,2019-07-19,"n",NA,43,NA
"2753","DISTRICT 18 - SONOMA",4900893,"WEST WATER COMPANY (PUC)","C","C","D1","TD","DAVCS",13,2014-02-20,"n",NA,40,NA
"2754","LPA80 - STANISLAUS COUNTY",5000297,"BUEHNER HOUSES","C","C","D1","There are no treatment plants","SC",13,2018-06-27,"n",NA,25,NA
"2755","DISTRICT 21 - VALLEY",5102025,"YUBA APARTMENT HOMES","C","C","D1","There are no treatment plants","SC",13,2019-10-08,"n",NA,40,NA
"2756","DISTRICT 24 - TULARE",5400964,"SIERRA VISTA ASSN","C","C","D1","There are no treatment plants","SC",13,2019-12-06,"n",NA,44,NA
"2757","DISTRICT 24 - TULARE",5403144,"ALI MUTUAL WATER CO","C","C","D1","TD","DAVCS",13,2018-02-27,"n",NA,39,NA
"2758","DISTRICT 24 - TULARE",5403213,"TEEN CHALLENGE","C","C","D1","There are no treatment plants","SC",13,2019-12-02,"n",NA,130,NA
"2759","DISTRICT 23 - FRESNO",1000277,"ELM COURT","C","C","D1","TD","SC",12,2019-11-22,"y","CA1000277",64,"Bin A"
"2760","DISTRICT 23 - FRESNO",1000555,"FCSA #44C/RIVERVIEW ESTATES","C","C","D1","There are no treatment plants","SC",12,2018-02-05,"n",NA,34,NA
"2761","DISTRICT 23 - FRESNO",1009039,"PAPPAS & CO (MENDOTA)","C","C","D1","T2","SC",12,2018-04-20,"n",NA,25,NA
"2762","DISTRICT 13 - SAN BERNARDINO",1400155,"CONTROL GORGE POWER PLANT","C","C","D1","T3","SC",12,2019-10-23,"n",NA,47,NA
"2763","DISTRICT 12 - VISALIA",1500152,"MIRASOL COMPANY WATER SYSTEM","C","C","D1","There are no treatment plants","SC",12,2017-12-15,"n",NA,26,NA
"2764","DISTRICT 19 - TEHACHAPI",1500327,"RANCHO SECO INC. WATER SYSTEM","C","C","D1","TD","SC",12,2018-02-08,"n",NA,25,NA
"2765","DISTRICT 19 - TEHACHAPI",1500564,"HOMETOWN WATER ASSOCIATION","C","C","D1","There are no treatment plants","SC",12,2018-12-20,"n",NA,25,NA
"2766","DISTRICT 12 - VISALIA",1503526,"WINI MUTUAL WATER COMPANY","C","C","D1","TD","SC",12,2019-05-30,"n",NA,29,NA
"2767","DISTRICT 15 - METROPOLITAN",1910128,"COVINA IRRIGATING CO.","C","C","D4","T4","WH",12,2014-10-15,"n",NA,0,NA
"2768","DISTRICT 18 - SONOMA",2100549,"BLUE MOUNTAIN CENTER","C","C","D1","T1","SC",12,2016-08-04,"n",NA,35,NA
"2769","DISTRICT 11 - MERCED",2400172,"JOHN LATORACCA CORRECTIONAL FACILITY","C","C","D1","T2","SC",12,2018-08-22,"n",NA,800,NA
"2770","LPA63 - RIVERSIDE COUNTY",3301055,"VILLAGE OF CHILD HELP","C","C","D1","TD","SC",12,2018-10-22,"n",NA,264,NA
"2771","DISTRICT 18 - SONOMA",4900575,"LOCH HAVEN MUTUAL WATER COMPANY","C","C","D1","T1","SC",12,2017-06-13,"y","CA4900575",26,"Bin A"
"2772","LPA82 - TEHAMA COUNTY",5200575,"RANCHO COLORADO WS","C","C","D1","There are no treatment plants","SC",12,2018-02-27,"y","CA5200575",36,"Bin A"
"2773","LPA82 - TEHAMA COUNTY",5201140,"ANTOINETTE MUTUAL WATER CO","C","C","D1","There are no treatment plants","SC",12,2018-05-31,"n",NA,25,NA
"2774","DISTRICT 24 - TULARE",5402047,"GLEANINGS FOR THE HUNGRY","C","C","D1","T2","SC",12,2018-09-21,"n",NA,31,NA
"2775","DISTRICT 11 - MERCED",5510852,"CAL FIRE BASELINE CONSERVATION CAMP","C","C","D1","T2","SC",12,2018-11-27,"n",NA,150,NA
"2776","DISTRICT 23 - FRESNO",1000186,"HELM SCHOOL","C","C","D1","TD","SC",11,2018-01-19,"n",NA,146,NA
"2777","DISTRICT 02 - LASSEN",1800522,"HONEY LAKE CAMPGROUND","C","C","D1","There are no treatment plants","SC",11,2017-07-17,"n",NA,25,NA
"2778","DISTRICT 11 - MERCED",2400084,"EVERGREEN MOBILE HOME PARK","C","C","D1","There are no treatment plants","DAVCS",11,2017-10-02,"n",NA,36,NA
"2779","DISTRICT 05 - MONTEREY",3500930,"BENITO VALLEY FARMS","C","C","D1","There are no treatment plants","SC",11,NA,"n",NA,44,NA
"2780","DISTRICT 17 - SANTA CLARA",4100583,"BIANCHI FLOWERS INC","C","C","D1","TD","SC",11,2017-09-29,"n",NA,65,NA
"2781","LPA87 - YOLO COUNTY",5700707,"ROLLING ACRES MUTUAL WATER COMPANY","C","C","D1","There are no treatment plants","SC",11,2019-12-12,"y","CA5700707",40,"Bin A"
"2782","LPA37 - CONTRA COSTA COUNTY",707517,"COLONIA SANTA MARIA","C","C","D1","There are no treatment plants","SC",10,2018-07-27,"n",NA,32,NA
"2783","DISTRICT 23 - FRESNO",1000075,"TRACT 1199 WATER SYSTEM","C","C","D1","There are no treatment plants","DAVCS",10,2017-02-14,"n",NA,25,NA
"2784","DISTRICT 23 - FRESNO",1000585,"MURRIETA/HERNANDEZ FARMS","C","C","D1","There are no treatment plants","SC",10,2018-01-23,"n",NA,25,NA
"2785","DISTRICT 19 - TEHACHAPI",1502744,"60TH STREET ASSOC. WATER SYSTEM","C","C","D1","There are no treatment plants","SC",10,2020-06-01,"n",NA,39,NA
"2786","DISTRICT 12 - VISALIA",1503669,"NORTH KRANENBURG WS","C","C","D1","There are no treatment plants","SC",10,2018-12-11,"n",NA,33,NA
"2787","LPA58 - NAPA COUNTY",2800527,"LINDA FALLS TERRACE MUTUAL","C","C","D1","TD","SC",10,2020-06-10,"n",NA,35,NA
"2788","DISTRICT 03 - MENDOCINO",2810008,"VETERANS HOME OF CALIFORNIA","C","C","D2","T3","WH",10,2018-02-20,"n",NA,2933,NA
"2789","DISTRICT 05 - MONTEREY",3500576,"AROMAS HILLS MUTUAL WATER ASSOCIATION","C","C","D1","T1","SC",10,2018-06-07,"n",NA,44,NA
"2790","DISTRICT 05 - MONTEREY",3500923,"FAIRVIEW ROAD WATER SYSTEM","C","C","D1","TD","SC",10,2017-08-11,"n",NA,33,NA
"2791","DISTRICT 17 - SANTA CLARA",4100540,"OKU INC","C","C","D1","T1","SC",10,2018-05-07,"n",NA,35,NA
"2792","DISTRICT 17 - SANTA CLARA",4300630,"FOOTHILL MUTUAL WATER COMPANY","C","C","D1","TD","DAVCS",10,2017-03-23,"n",NA,30,NA
"2793","LPA80 - STANISLAUS COUNTY",5000579,"FOSTER FARMS #5","C","C","D1","There are no treatment plants","SC",10,2017-06-22,"n",NA,26,NA
"2794","LPA87 - YOLO COUNTY",5700797,"MONROE/LEINBERGER CNTR - WATERS","C","C","D1","TD","SC",10,2020-02-26,"n",NA,800,NA
"2795","DISTRICT 23 - FRESNO",1009222,"TERRA LINDA FARMS","C","C","D1","T3","SC",9,2018-01-26,"n",NA,40,NA
"2796","LPA49 - LA COUNTY",1900599,"VALHALLA WATER ASSOCIATION","C","C","D1","There are no treatment plants","SC",9,2018-10-11,"n",NA,25,NA
"2797","LPA49 - LA COUNTY",1900616,"THE RIVER COMMUNITY","C","C","D1","There are no treatment plants","SC",9,2019-01-22,"n",NA,35,NA
"2798","DISTRICT 16 - CENTRAL",1900901,"FIRE SUPPRESSION CAMP #19","C","C","D1","T2","SC",9,2019-06-06,"n",NA,125,NA
"2799","DISTRICT 17 - SANTA CLARA",4100551,"MARCHI CENTRAL FARM","C","C","D1","TD","SC",9,2020-02-19,"n",NA,50,NA
"2800","DISTRICT 04 - SAN FRANCISCO",4800574,"DANA RANCH","C","C","D1","T1","SC",9,2018-08-09,"n",NA,34,NA
"2801","DISTRICT 23 - FRESNO",1010800,"CAL FIRE - MIRAMONTE CONSERVATION CAMP","C","C","D1","TD","SC",8,2016-10-03,"n",NA,100,NA
"2802","LPA43 - IMPERIAL COUNTY",1300591,"IID DROP FOUR","C","C","D1","T1","SC",8,2019-05-09,"y","CA1300591",28,"Bin A"
"2803","DISTRICT 12 - VISALIA",1502545,"SCHWEIKART WATER SYSTEM","C","C","D1","There are no treatment plants","SC",8,2019-06-28,"n",NA,37,NA
"2804","DISTRICT 11 - MERCED",2210851,"CDF & FP - MT. BULLION","C","C","D1","TD","SC",8,2018-11-15,"n",NA,120,NA
"2805","DISTRICT 14 - SAN DIEGO",3710802,"LA CIMA FIRE CENTER","C","C","D1","T1","SC",8,2017-10-25,"n",NA,90,NA
"2806","DISTRICT 23 - FRESNO",1009258,"SAN ANDREAS FARMS","C","C","D1","T2","SC",7,2019-04-11,"n",NA,25,NA
"2807","DISTRICT 03 - MENDOCINO",1710800,"CDF-KONOCTI CONSERVATION CAMP NO. 27","C","C","D1","T2","SC",7,2019-02-26,"n",NA,100,NA
"2808","DISTRICT 18 - SONOMA",2110502,"NPS PRNS - BEACHES","C","C","NR","TD","SC",7,2017-07-12,"n",NA,55,NA
"2809","DISTRICT 11 - MERCED",2210900,"CEDAR LODGE RESORT","C","C","D1","T3","SC",7,2019-06-11,"n",NA,656,NA
"2810","DISTRICT 05 - MONTEREY",3500830,"FALLON ROAD LABOR HOUSING","C","C","D1","There are no treatment plants","SC",7,2020-04-30,"n",NA,51,NA
"2811","DISTRICT 13 - SAN BERNARDINO",3610006,"WATER FACILITIES AUTHORITY-JPA","C","C","D4","T5","WH",7,2012-01-30,"n",NA,0,NA
"2812","DISTRICT 14 - SAN DIEGO",3710800,"PUERTA LA CRUZ CC #14","C","C","D1","T1","SC",6,2020-01-22,"n",NA,125,NA
"2813","LPA88 - YUBA COUNTY",5800851,"FEATHER RIVER MANOR","C","C","D1","There are no treatment plants","SC",6,2020-06-23,"n",NA,35,NA
"2814","DISTRICT 12 - VISALIA",1500518,"AGBAYANI VILLAGE WATER SYSTEM","C","C","D1","There are no treatment plants","SC",5,2018-12-21,"n",NA,38,NA
"2815","LPA49 - LA COUNTY",1900074,"THE PAINTED TURTLE CAMP","C","C","D1","T2","N1",5,2020-05-11,"n",NA,57,NA
"2816","DISTRICT 13 - SAN BERNARDINO",3610019,"SAN BERNARDINO VALLEY WD","C","C","D4","TD","WH",5,2018-02-21,"n",NA,0,NA
"2817","DISTRICT 13 - SAN BERNARDINO",3610801,"CDF - PILOT ROCK CONSERVATION CAMP","C","C","D1","T2","SC",5,2017-09-19,"n",NA,65,NA
"2818","DISTRICT 24 - TULARE",5410800,"CAL FIRE - MOUNTAIN HOME CNSRVTN CAMP","C","C","D1","There are no treatment plants","SC",5,2019-10-11,"n",NA,93,NA
"2819","DISTRICT 12 - VISALIA",1510040,"KERN COUNTY WATER AGENCY","C","C","D4","T5","WH",4,2018-12-04,"n",NA,0,NA
"2820","DISTRICT 15 - METROPOLITAN",1910199,"CALIFORNIA DOMESTIC WATER COMPANY","C","C","D4","T5","WH",4,2018-11-15,"n",NA,0,NA
"2821","LPA50 - MADERA COUNTY",2000785,"VALLEY TEEN RANCH","C","C","D1","TD","SC",4,2019-05-20,"n",NA,50,NA
