Regulating Agency,Water System No.,Water System Name,Fed Type,State Type,DS Class,Max TP Class,Fee Code,Service Connections,Population,Last SNSV
DISTRICT 21 - VALLEY,400091,DEL ORO WATER COMPANY - BUZZTAIL DIST.,C,C,D1,TD,SC,26,86,3/4/2020
DISTRICT 23 - FRESNO,1000267,KINGS CANYON MOBILE HOME PARK,C,C,D1,TD,SC,26,120,12/20/2017
DISTRICT 01 - KLAMATH,1200587,BRICELAND C.S.D.,C,C,D1,T2,SC,26,75,1/30/2020
LPA43 - IMPERIAL COUNTY,1300629,JACKSON HIDE-A-WAY,C,C,D1,There are no treatment plants,SC,26,29,12/31/2019
LPA44 - INYO COUNTY,1400045,PRIMROSE LANE APARTMENTS,C,C,D1,There are no treatment plants,SC,26,52,12/6/2018
LPA44 - INYO COUNTY,1400144,SUNLAND VILLAGE MOBILE HOME PARK,C,C,D1,There are no treatment plants,SC,26,42,6/12/2019
DISTRICT 19 - TEHACHAPI,1500413,TEJON RANCH MAIN HEADQUARTERS,C,C,D1,There are no treatment plants,SC,26,132,4/4/2018
DISTRICT 03 - MENDOCINO,1700527,MOUNTAIN OF ATTENTION WATER,C,C,D1,T1,SC,26,40,12/14/2017
DISTRICT 03 - MENDOCINO,1700589,BLUE LAKES MOBILE HOME PARK,C,C,D1,TD,SC,26,38,8/11/2020
DISTRICT 22 - ANGELES,1910048,SANTA CLARITA VALLEY W.A.-IMPORTED DIVIS,C,C,D5,T5,WH,26,0,5/25/2016
LPA50 - MADERA COUNTY,2000530,CRASS MUTUAL WATER COMPANY,C,C,D1,TD,,26,80,12/13/2019
LPA50 - MADERA COUNTY,2000557,MD 43 MIAMI CREEK KNOLLS,C,C,D1,TD,,26,100,9/13/2019
LPA57 - MONTEREY COUNTY,2700589,GLENN AVE WS #01,C,C,D1,There are no treatment plants,SC,26,73,8/28/2018
LPA57 - MONTEREY COUNTY,2701263,PARTINGTON RIDGE MWC,C,C,D1,T2,SC,26,35,4/13/2018
LPA57 - MONTEREY COUNTY,2701731,BRANDON CREEK MWS,C,C,D1,T2,SC,26,41,10/19/2017
LPA57 - MONTEREY COUNTY,2702140,WOODSIDE WA,C,C,D1,T1,,26,73,7/20/2018
LPA57 - MONTEREY COUNTY,2702405,JENSEN MHP WS,C,C,D1,There are no treatment plants,SC,26,56,7/17/2017
LPA57 - MONTEREY COUNTY,2702554,HIDDEN CANYON RANCH MWC,C,C,D1,There are no treatment plants,SC,26,102,11/20/2018
LPA64 - SACRAMENTO COUNTY,3400137,LINCOLN CHAN-HOME RANCH,C,C,,There are no treatment plants,,26,33,11/15/2019
DISTRICT 05 - MONTEREY,3500579,VINEYARD ESTATES MWC,C,C,D1,There are no treatment plants,SC,26,150,8/9/2019
LPA69 - SAN JOAQUIN COUNTY,3900705,FINNLEES TRAILER PARK,C,C,D1,There are no treatment plants,SC,26,55,3/6/2019
LPA70 - SAN LUIS OBISPO COUNTY,4000670,WALNUT HILLS MUTUAL WATER CO,C,C,D1,TD,SC,26,486,4/11/2018
LPA75 - SHASTA COUNTY,4500062,LONE TREE MOBILE HOME PARK,C,C,D1,TD,SC,26,85,12/5/2019
DISTRICT 18 - SONOMA,4900549,SONOMA COUNTY CSA 41-FREESTONE,C,C,D1,T2,SC,26,90,7/16/2019
DISTRICT 18 - SONOMA,4900901,SOBRE VISTA WATER COMPANY,C,C,D1,TD,SC,26,80,4/17/2013
DISTRICT 24 - TULARE,5401038,AKIN WATER CO,C,C,D1,There are no treatment plants,SC,26,86,3/6/2020
DISTRICT 06 - SANTA BARBARA,5601401,KROTONA INSTITUTE,C,C,D1,T1,SC,26,31,12/10/2018
DISTRICT 06 - SANTA BARBARA,5602109,GLENVIEW MOBILE PARK,C,C,D1,T1,SC,26,160,3/3/2017
LPA34 - BUTTE COUNTY,400026,MEADOWBROOK OAKS,C,C,D1,TD,,25,50,6/24/2020
DISTRICT 23 - FRESNO,1000238,CAMDEN TRAILER PARK,C,C,D1,T1,DAVCS,25,75,3/11/2020
LPA44 - INYO COUNTY,1400025,VALLEY VISTA MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,25,70,6/26/2014
DISTRICT 19 - TEHACHAPI,1500371,UNION PACIFIC RAILROAD CO.-KEENE WATER,C,C,D1,TD,SC,25,208,8/28/2018
DISTRICT 03 - MENDOCINO,1700657,WINDFLOWER POINT MUTUAL WATER COMPANY,C,C,D1,T1,SC,25,25,4/12/2019
LPA49 - LA COUNTY,1900976,THE OAKS,C,C,D1,There are no treatment plants,SC,25,67,5/1/2019
LPA50 - MADERA COUNTY,2000865,MD 58 SIERRA HIGHLANDS,C,C,D1,There are no treatment plants,SC,25,75,9/13/2019
DISTRICT 11 - MERCED,2010013,CAL AM - COARSEGOLD,C,C,D1,Operator is not required,DAVCS,25,83,12/13/2018
LPA57 - MONTEREY COUNTY,2700634,CHETMOORE ACRES WA,C,C,D1,There are no treatment plants,SC,25,70,8/9/2016
LPA57 - MONTEREY COUNTY,2701498,HARBOR VIEW WA,C,C,D1,There are no treatment plants,,25,75,10/23/2017
LPA57 - MONTEREY COUNTY,2702003,VIERRA MEADOWS MWC,C,C,D1,TD,,25,65,10/19/2018
LPA58 - NAPA COUNTY,2801080,MILTON ROAD WATER COMPANY,C,C,D1,There are no treatment plants,SC,25,55,2/25/2020
DISTRICT 09 - SACRAMENTO,2910010,TRUCKEE-DONNER PUD - HIRSCHDALE,C,C,D1,T2,SC,25,83,6/26/2018
LPA66 - SAN BERNARDINO COUNTY,3600108,GLEN HELEN WATER SYSTEM,C,C,D1,There are no treatment plants,SC,25,10000,4/30/2019
LPA66 - SAN BERNARDINO COUNTY,3600172,MP MINE OPERATIONS LLC,C,C,D1,There are no treatment plants,SC,25,172,8/4/2018
LPA69 - SAN JOAQUIN COUNTY,3901031,132 INVESTMENTS WATER SYSTEM,C,C,D1,There are no treatment plants,SC,25,100,2/15/2018
LPA70 - SAN LUIS OBISPO COUNTY,4000815,LAS VENTANAS RANCH,C,C,D1,TD,SC,25,100,3/26/2019
LPA72 - SANTA BARBARA COUNTY,4200702,VIEJA MUTUAL WATER CO.,C,C,D1,T1,,25,75,9/10/2019
DISTRICT 17 - SANTA CLARA,4300526,OAKMONT WATER SYSTEM,C,C,D1,There are no treatment plants,SC,25,63,4/10/2018
DISTRICT 17 - SANTA CLARA,4310027,SANTA CLARA VALLEY WATER DISTRICT,C,C,D4,T5,WH,25,0,2/5/2020
DISTRICT 05 - MONTEREY,4400621,RIVER GROVE MUTUAL WATER ASSN,C,C,D1,T2,SC,25,54,11/22/2019
DISTRICT 18 - SONOMA,4900551,MELITA HEIGHTS MUTUAL WATER COMPANY,C,C,D1,TD,SC,25,64,10/5/2017
DISTRICT 18 - SONOMA,4900669,WENDELL LANE MUTUAL WATER COMPANY,C,C,D1,TD,SC,25,82,12/15/2015
DISTRICT 18 - SONOMA,4901246,DOWNTOWN GRATON MUTUAL WATER SYSTEM,C,C,D1,T1,SC,25,118,5/14/2020
LPA82 - TEHAMA COUNTY,5200500,REEDS CREEK ESTATES,C,C,D1,There are no treatment plants,SC,25,70,4/15/2019
DISTRICT 24 - TULARE,5400556,RIVER RETREAT MUTUAL,C,C,D1,TD,SC,25,53,6/22/2020
DISTRICT 24 - TULARE,5401026,DEER MEADOW MUTUAL,C,C,D1,TD,SC,25,67,3/22/2018
DISTRICT 10 - STOCKTON,300053,RANCHO DEL ORO,C,C,D1,There are no treatment plants,SC,24,44,11/3/2018
LPA34 - BUTTE COUNTY,400123,HUMBOLDT HIGHLANDS MUTUAL,C,C,D1,There are no treatment plants,,24,50,7/19/2019
LPA35 - CALAVERAS COUNTY,500075,LAKESIDE MOBILE ESTATES,C,C,NR,There are no treatment plants,SC,24,54,2/4/2019
LPA37 - CONTRA COSTA COUNTY,707597,SANDY POINT MOBILE HOME PARK,C,C,D1,There are no treatment plants,SC,24,67,3/5/2019
LPA37 - CONTRA COSTA COUNTY,707608,MARINA MOBILE MANOR,C,C,D1,There are no treatment plants,SC,24,75,9/14/2018
DISTRICT 23 - FRESNO,1009214,WESTSIDE HARVESTING,C,C,D1,T2,SC,24,25,4/11/2019
DISTRICT 01 - KLAMATH,1200643,BEACH CREEK MOBILE HOME PARK,C,C,D1,T2,DAVCS,24,67,4/26/2017
DISTRICT 01 - KLAMATH,1200718,WADDINGTON W.W.,C,C,D1,TD,SC,24,75,6/21/2017
LPA44 - INYO COUNTY,1400099,MOUNTAIN VIEW TRAILER COURT,C,C,D1,There are no treatment plants,SC,24,53,6/22/2017
DISTRICT 19 - TEHACHAPI,1500458,R.S. MUTUAL WATER COMPANY,C,C,D1,TD,SC,24,67,4/19/2018
DISTRICT 12 - VISALIA,1500553,RANCHOS DEL RIO,C,C,D1,There are no treatment plants,SC,24,62,3/25/2020
DISTRICT 19 - TEHACHAPI,1502608,OWENS PEAK WEST,C,C,D1,There are no treatment plants,SC,24,79,10/18/2018
DISTRICT 03 - MENDOCINO,1700519,CRESCENT BAY IMPROVEMENT COMPANY,C,C,D1,T2,SC,24,27,1/26/2017
DISTRICT 03 - MENDOCINO,1700609,LAZY S MOBILE RANCH,C,C,D1,T2,SC,24,73,2/15/2019
LPA49 - LA COUNTY,1900785,MITCHELL'S AVENUE E MOBILE HOME PARK,C,C,D1,There are no treatment plants,SC,24,24,2/7/2020
LPA49 - LA COUNTY,1900808,LANCASTER WATER COMPANY,C,C,D1,There are no treatment plants,SC,24,80,2/7/2020
LPA50 - MADERA COUNTY,2000534,LEISURE ACRES MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,24,45,11/14/2018
LPA57 - MONTEREY COUNTY,2701040,MCCOY RD WS #05,C,C,D1,There are no treatment plants,SC,24,72,8/26/2016
LPA57 - MONTEREY COUNTY,2701888,CACHAGUA MUTUAL WS (#4),C,C,D1,There are no treatment plants,SC,24,55,11/20/2018
LPA57 - MONTEREY COUNTY,2702026,APRICOT LN WS,C,C,D1,There are no treatment plants,SC,24,53,9/26/2016
LPA62 - PLUMAS COUNTY,3205006,GRIZZLY RANCH CSD,C,C,D1,T1,,24,25,11/13/2019
LPA63 - RIVERSIDE COUNTY,3301045,BLYTHE MOBILE HOME ESTATES,C,C,D1,TD,SC,24,35,11/13/2019
LPA63 - RIVERSIDE COUNTY,3301226,MWD - EAGLE MOUNTAIN,C,C,D1,T2,SC,24,16,6/18/2020
LPA70 - SAN LUIS OBISPO COUNTY,4000563,HIGUERA APARTMENTS,C,C,D1,T1,SC,24,30,5/22/2017
LPA70 - SAN LUIS OBISPO COUNTY,4000750,RIM ROCK WATER COMPANY,C,C,D1,TD,SC,24,55,4/17/2018
LPA72 - SANTA BARBARA COUNTY,4200505,CACHUMA VILLAGE,C,C,D1,TD,,24,60,5/23/2018
DISTRICT 17 - SANTA CLARA,4300550,VISTA GRANDE WATER USERS ASSOCIATION,C,C,D1,There are no treatment plants,SC,24,60,11/4/2019
DISTRICT 17 - SANTA CLARA,4300760,SANTA TERESA MEADOWS WATER COMPANY,C,C,D1,TD,SC,24,68,4/15/2019
DISTRICT 05 - MONTEREY,4400604,BRACKEN BRAE COUNTRY CLUB,C,C,D1,T2,SC,24,54,4/20/2018
LPA74 - SANTA CRUZ COUNTY,4400764,MOUNT MADONNA CENTER,C,C,D1,T1,SP,24,45,6/14/2016
LPA75 - SHASTA COUNTY,4500093,RED HILL MOBILEHOME PARK,C,C,D1,TD,SC,24,35,6/12/2018
DISTRICT 01 - KLAMATH,4700630,SHASTA VIEW HEIGHTS OWNERS ASSOCIATION,C,C,D1,There are no treatment plants,DAVCS,24,50,5/30/2018
DISTRICT 18 - SONOMA,4900620,AUSTIN ACRES MUTUAL WATER COMPANY,C,C,D1,TD,SC,24,67,10/31/2017
DISTRICT 18 - SONOMA,4900892,SUMMIT VIEW RANCH MUTUAL WATER CO.,C,C,D1,T1,SC,24,45,10/10/2012
LPA82 - TEHAMA COUNTY,5200546,ANTELOPE-HOMEWOOD MHP,C,C,D1,TD,SC,24,140,4/6/2019
DISTRICT 24 - TULARE,5400819,MOUNTAIN VIEW MHP,C,C,D1,There are no treatment plants,SC,24,44,1/15/2020
LPA34 - BUTTE COUNTY,409181,BLUE OAK TERRACE MUTUAL,C,C,D1,There are no treatment plants,SC,23,50,6/5/2019
DISTRICT 01 - KLAMATH,800603,BUTTE COURT MOBILE HOME PARK,C,C,D1,TD,SC,23,67,8/14/2019
DISTRICT 23 - FRESNO,1009179,BRITZ/FIVE POINT SYSTEM,C,C,D1,T2,SC,23,76,9/12/2019
DISTRICT 01 - KLAMATH,1200588,SEAWOOD ESTATES MUTUAL WATER COMPANY,C,C,D1,T2,SC,23,60,4/26/2017
DISTRICT 19 - TEHACHAPI,1502315,CAMP OWEN WATER SYSTEM,C,C,D1,T1,SC,23,225,2/21/2020
DISTRICT 12 - VISALIA,1502600,WEGIS MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,23,51,10/30/2018
LPA49 - LA COUNTY,1900145,REESEDALE MUTUAL,C,C,D1,There are no treatment plants,SC,23,76,4/2/2020
LPA50 - MADERA COUNTY,2000529,BONADELLE RANCHOS MUTUAL WATER,C,C,D2,TD,SC,23,50,11/13/2018
DISTRICT 03 - MENDOCINO,2300837,YOKAYO TRIBE OF INDIANS,C,C,D1,TD,DAVCS,23,75,9/5/2019
DISTRICT 11 - MERCED,2400128,COUNTRY CLUB COUNTY WD,C,C,D1,There are no treatment plants,SC,23,64,3/16/2017
LPA57 - MONTEREY COUNTY,2700624,LEAFWOOD COMMUNITY WA,C,C,D1,There are no treatment plants,,23,66,8/15/2018
LPA57 - MONTEREY COUNTY,2700686,GARLEN COURT WS,C,C,D1,There are no treatment plants,,23,65,9/19/2018
LPA57 - MONTEREY COUNTY,2702374,COUNTRYSIDE ESTATES MWC,C,C,D1,There are no treatment plants,SC,23,73,8/30/2016
LPA58 - NAPA COUNTY,2800516,TUCKER ACRES MUTUAL WATER CO.,C,C,D1,T1,,23,200,6/29/2020
LPA61 - PLACER COUNTY,3100023,AUBURN MOBILE HOME VILLAGE,C,C,D1,There are no treatment plants,SC,23,59,9/6/2019
LPA62 - PLUMAS COUNTY,3200078,FRCCSD OLD MILL RANCH,C,C,D1,TD,SC,23,32,6/24/2020
LPA62 - PLUMAS COUNTY,3200189,VALIVU ESTATES MHP,C,C,D1,There are no treatment plants,SC,23,54,4/27/2018
LPA66 - SAN BERNARDINO COUNTY,3600071,CHAMISAL MWC,C,C,D1,There are no treatment plants,SC,23,63,6/12/2019
LPA70 - SAN LUIS OBISPO COUNTY,4000214,BARON CANYON MUTUAL WATER CO.,C,C,D1,TD,SC,23,25,3/6/2020
DISTRICT 17 - SANTA CLARA,4100539,KINGS MOUNTAIN PARK MUTUAL,C,C,D1,There are no treatment plants,SC,23,66,6/7/2018
LPA72 - SANTA BARBARA COUNTY,4200714,SAN AUGUSTINE MWC,C,C,D1,TD,SC,23,43,12/11/2019
LPA72 - SANTA BARBARA COUNTY,4200721,NAPLES,C,C,D1,T2,SC,23,67,5/18/2020
DISTRICT 05 - MONTEREY,4400528,LAUREL COMMUNITY LEAGUE,C,C,D1,T1,SC,23,64,1/30/2020
DISTRICT 18 - SONOMA,4900513,MADRONE MUTUAL WATER COMPANY,C,C,D1,TD,SC,23,76,3/3/2016
DISTRICT 18 - SONOMA,4900568,VALLEY FORD WATER ASSOCIATION,C,C,D1,T1,SC,23,61,7/28/2015
DISTRICT 18 - SONOMA,4900673,ATHENA TERRACE MUTUAL WATER COMPANY,C,C,D1,TD,SC,23,74,3/13/2013
DISTRICT 18 - SONOMA,4900674,PINE HILL TERRACE MOBILE HOME PARK,C,C,D1,TD,SC,23,27,4/26/2018
DISTRICT 18 - SONOMA,4900728,EVERGREEN MOBILE ESTATES,C,C,D1,TD,SC,23,70,10/24/2013
DISTRICT 18 - SONOMA,4901062,KINNYBROOK MUTUAL WATER COMPANY,C,C,D1,TD,SC,23,48,1/10/2018
LPA80 - STANISLAUS COUNTY,5000218,COUNTRY VILLA APTS,C,C,D1,There are no treatment plants,SC,23,90,4/20/2018
LPA82 - TEHAMA COUNTY,5200527,HUNTER'S FISHING RESORT,C,C,D1,There are no treatment plants,SC,23,50,10/24/2016
DISTRICT 11 - MERCED,5500363,TUD-WARDS FERRY RANCHES,C,C,D1,TD,SC,23,55,11/15/2018
DISTRICT 10 - STOCKTON,300024,TABEAU MOBILE HOME PARK,C,C,D1,Operator is not required,SC,22,25,6/12/2018
LPA34 - BUTTE COUNTY,400021,ROBINSON'S CORNER MHP,C,C,D1,TD,,22,20,6/24/2020
LPA37 - CONTRA COSTA COUNTY,707585,MORAGA HEIGHTS MUTUAL WATER,C,C,D1,T1,SC,22,60,6/26/2020
LPA37 - CONTRA COSTA COUNTY,707623,WILCOX STATION RANCH,C,C,D1,TD,SC,22,90,6/28/2018
DISTRICT 23 - FRESNO,1000472,PG&E HELMS SUPPORT FACILITY,C,C,D1,T2,SC,22,40,7/15/2018
LPA43 - IMPERIAL COUNTY,1300018,GATEWAY,C,C,D2,T3,SC,22,1800,12/18/2019
LPA43 - IMPERIAL COUNTY,1300572,VALLEY MOBILE HOME PARK,C,C,D1,T2,SC,22,70,5/27/2020
DISTRICT 12 - VISALIA,1502663,TOWN & COUNTRY WATER COMPANY,C,C,D1,TD,SC,22,73,10/30/2018
LPA49 - LA COUNTY,1900062,LOS ANGELES RESIDENTIAL COMMUNITY FOUNDA,C,C,D1,There are no treatment plants,SC,22,184,5/4/2020
LPA50 - MADERA COUNTY,2000526,PIKE RANCH MUTUAL WATER CO,C,C,D1,T1,,22,74,5/29/2018
LPA57 - MONTEREY COUNTY,2701956,PIONEER PLACE MWS,C,C,D1,There are no treatment plants,,22,66,11/30/2018
LPA57 - MONTEREY COUNTY,2702055,VIERRA KNOLLS MWC,C,C,D1,There are no treatment plants,,22,66,8/25/2017
LPA63 - RIVERSIDE COUNTY,3301209,DESERT VIEW TRAILER PARK,C,C,D1,There are no treatment plants,SC,22,60,3/11/2019
LPA63 - RIVERSIDE COUNTY,3303035,THERMAL PARK,C,C,D1,T1,SC,22,73,5/28/2020
LPA64 - SACRAMENTO COUNTY,3400433,EDGEWATER MOBILE HOME PARK,C,C,,There are no treatment plants,SC,22,40,3/19/2020
DISTRICT 05 - MONTEREY,3500911,CREEKBRIDGE MUTUAL WATER COMPANY,C,C,D1,TD,SC,22,69,3/27/2019
LPA69 - SAN JOAQUIN COUNTY,3900586,B&G MOBILE HOME PARK LLC WS,C,C,D1,There are no treatment plants,SC,22,50,9/11/2018
LPA69 - SAN JOAQUIN COUNTY,3900835,WAYSIDE MOTEL APARTMENTS WTR SYS,C,C,D1,There are no treatment plants,SC,22,70,6/4/2019
LPA70 - SAN LUIS OBISPO COUNTY,4000741,"H2O, INC",C,C,D1,TD,SC,22,60,4/16/2019
DISTRICT 17 - SANTA CLARA,4300637,LOS RANCHOS DE UVAS WATER COMPANY,C,C,D1,T1,SC,22,58,4/6/2018
DISTRICT 17 - SANTA CLARA,4300716,LUPIN LODGE,C,C,D1,T2,SC,22,300,8/7/2018
LPA74 - SANTA CRUZ COUNTY,4400517,LAKEVIEW APARTMENTS,C,C,D1,There are no treatment plants,SC,22,33,11/8/2017
LPA74 - SANTA CRUZ COUNTY,4400652,"CATHEDRAL HILLS MWC, INC",C,C,D1,There are no treatment plants,SC,22,60,5/6/2019
DISTRICT 04 - SAN FRANCISCO,4810025,SID - PLEASANT HILLS RANCH,C,C,D1,T2,SC,22,73,3/5/2018
DISTRICT 18 - SONOMA,4900605,MARK WEST ACRES MWC,C,C,D1,There are no treatment plants,SC,22,60,1/29/2013
DISTRICT 18 - SONOMA,4900608,SIX ACRES WATER COMPANY,C,C,D1,TD,SC,22,66,11/24/2015
DISTRICT 10 - STOCKTON,300062,HOPE FOUNDATION/MORIAH HEIGHTS,C,C,D1,T1,SC,21,30,12/5/2018
LPA34 - BUTTE COUNTY,400042,FOREST VILLAGE LLC,C,C,D1,There are no treatment plants,,21,34,4/30/2019
LPA34 - BUTTE COUNTY,400078,FOREST KNOLLS MUTUAL WATER CO,C,C,D1,There are no treatment plants,,21,46,3/22/2017
DISTRICT 01 - KLAMATH,800861,RESERVATION RANCH,C,C,D1,TD,SC,21,50,5/21/2019
LPA44 - INYO COUNTY,1400034,KEOUGH'S HOT SPRINGS,C,C,D1,There are no treatment plants,SC,21,75,6/21/2017
LPA44 - INYO COUNTY,1400056,BROOKSIDE ESTATES MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,21,130,7/6/2011
DISTRICT 12 - VISALIA,1600023,AZCAL MANAGEMENT CO,C,C,D1,T2,SC,21,73,12/28/2017
DISTRICT 03 - MENDOCINO,1700579,VILLA BLUE ESTATES WATER DISTRICT,C,C,D1,T1,SC,21,60,5/15/2020
LPA49 - LA COUNTY,1900038,LANCASTER PARK MOBILE HOME PARK,C,C,D1,T1,SC,21,61,1/28/2019
LPA50 - MADERA COUNTY,2000573,THE VILLAGE,C,C,D1,There are no treatment plants,SC,21,40,6/9/2020
LPA50 - MADERA COUNTY,2000828,SHADY OAKS MOBILE HOME PARK LLC,C,C,D1,There are no treatment plants,,21,40,5/24/2018
DISTRICT 03 - MENDOCINO,2300668,POINT CABRILLO HIGHLANDS,C,C,D1,TD,SC,21,42,2/26/2018
LPA57 - MONTEREY COUNTY,2701367,TIERRA MEADOWS HOA WS,C,C,D1,There are no treatment plants,SC,21,63,7/29/2016
LPA57 - MONTEREY COUNTY,2702608,THIMIO MWC,C,C,D1,TD,SC,21,60,7/18/2018
DISTRICT 08 - SANTA ANA,3000618,LIBERTY PARK WATER ASSOCIATION,C,C,D1,There are no treatment plants,SC,21,69,4/16/2019
LPA61 - PLACER COUNTY,3100019,NORTH EDEN VALLEY,C,C,D1,T1,SC,21,52,5/6/2019
LPA64 - SACRAMENTO COUNTY,3400150,DELTA CROSSING MHP,C,C,,There are no treatment plants,,21,30,7/27/2018
LPA64 - SACRAMENTO COUNTY,3400192,TUNNEL TRAILER PARK,C,C,,There are no treatment plants,,21,44,9/19/2018
DISTRICT 05 - MONTEREY,3500549,ROSA MORADA MUTUAL WATER COMPANY,C,C,D1,TD,SC,21,110,4/27/2018
LPA69 - SAN JOAQUIN COUNTY,3900714,SUNNYSIDE ESTATES WATER SYSTEM,C,C,D1,There are no treatment plants,SC,21,76,5/22/2019
DISTRICT 17 - SANTA CLARA,4100529,CAMP LOMA MAR,C,C,D1,T2,SC,21,176,5/11/2017
LPA72 - SANTA BARBARA COUNTY,4200848,VISTA HILLS MWC,C,C,D1,There are no treatment plants,,21,75,5/21/2020
LPA72 - SANTA BARBARA COUNTY,4200851,ROLLING HILLS MWC,C,C,D1,TD,,21,66,6/29/2018
DISTRICT 17 - SANTA CLARA,4300992,GOLDEN HEIGHTS MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,21,66,10/25/2018
LPA74 - SANTA CRUZ COUNTY,4400625,VISTA ROBLES ASSOCIATION,C,C,D1,There are no treatment plants,,21,50,5/30/2019
LPA75 - SHASTA COUNTY,4500098,ANDERSON MOBILE HOME PARK,C,C,D1,TD,SC,21,70,6/22/2018
DISTRICT 18 - SONOMA,4900533,MORTON'S WARM SPRINGS / SONOMA SPRINGS,C,C,D1,T1,SC,21,59,2/21/2020
DISTRICT 10 - STOCKTON,300078,IONE BAND OF MIWOK INDIANS,C,C,D1,T1,SC,20,62,6/12/2017
LPA37 - CONTRA COSTA COUNTY,707601,RUSSOS MOBILE PARK,C,C,D1,There are no treatment plants,SC,20,110,6/19/2020
DISTRICT 23 - FRESNO,1000213,HARRIS FARMS/HORSE BARN,C,C,D1,T2,SC,20,100,3/28/2017
DISTRICT 23 - FRESNO,1000407,GEORGE COX WATER SYSTEM,C,C,D1,There are no treatment plants,DAVCS,20,40,5/17/2019
DISTRICT 23 - FRESNO,1009078,HARRIS FEEDING COMPANY,C,C,D1,T2,SC,20,225,3/28/2017
LPA43 - IMPERIAL COUNTY,1300588,IID VILLAGE,C,C,D1,T1,SC,20,30,6/17/2019
LPA43 - IMPERIAL COUNTY,1300628,IMPERIAL LAKES INC.,C,C,D1,T3,SC,20,40,5/20/2020
DISTRICT 19 - TEHACHAPI,1500442,SUNSET APARTMENTS WS,C,C,D1,There are no treatment plants,SC,20,37,11/21/2019
DISTRICT 12 - VISALIA,1500494,WILSON ROAD WATER COMMUNITY,C,C,D1,TD,SC,20,66,6/22/2020
DISTRICT 12 - VISALIA,1500593,UPLANDS OF THE KERN MUTUAL WATER COMPANY,C,C,D1,TD,SC,20,80,7/6/2020
DISTRICT 19 - TEHACHAPI,1502056,CLARK STREET COMMUNITY WELL,C,C,D1,There are no treatment plants,SC,20,90,4/19/2018
DISTRICT 12 - VISALIA,1502750,RIVERVIEW HOMEOWNERS ASSOCIATION,C,C,D1,There are no treatment plants,SC,20,40,7/6/2020
LPA46 - KINGS COUNTY,1600507,HARDWICK WATER COMPANY,C,C,D1,There are no treatment plants,,20,69,3/30/2020
LPA49 - LA COUNTY,1900055,BLUE SKIES TRAILOR PARK,C,C,D1,T2,SC,20,40,2/24/2020
LPA49 - LA COUNTY,1900961,WINTERHAVEN MOBILE ESTATES,C,C,D1,T1,SC,20,56,2/6/2020
LPA50 - MADERA COUNTY,2000511,MD 85 VALETA,C,C,D1,There are no treatment plants,SC,20,45,9/17/2019
LPA50 - MADERA COUNTY,2000800,MARQUEZ RENTAL,C,C,D1,There are no treatment plants,,20,50,5/13/2019
LPA57 - MONTEREY COUNTY,2700535,JOST POST WA,C,C,D1,There are no treatment plants,SC,20,60,7/13/2018
LPA57 - MONTEREY COUNTY,2700579,ELKHORN RD WS #04,C,C,D1,TD,SC,20,60,9/7/2016
LPA57 - MONTEREY COUNTY,2700663,MURPHY HILL WS #02,C,C,D1,There are no treatment plants,SC,20,60,8/22/2017
LPA57 - MONTEREY COUNTY,2701036,APPLE AVE WS #03,C,C,D1,There are no treatment plants,SC,20,60,8/9/2017
LPA57 - MONTEREY COUNTY,2701647,GREEN ACRES WA,C,C,D1,There are no treatment plants,,20,50,8/9/2017
LPA57 - MONTEREY COUNTY,2702094,BLACKIE RD WS #18,C,C,D1,TD,,20,60,8/8/2016
LPA57 - MONTEREY COUNTY,2702388,ROYAL OAK PLACE WS,C,C,D1,There are no treatment plants,SC,20,60,9/1/2016
LPA58 - NAPA COUNTY,2800531,MOORE'S RESORT,C,C,D1,T1,SC,20,70,1/25/2019
LPA63 - RIVERSIDE COUNTY,3301588,ROYAL CARRIZO HOA,C,C,D1,T1,SC,20,25,2/3/2020
LPA64 - SACRAMENTO COUNTY,3400128,HAPPY HARBOR (SWS),C,C,,There are no treatment plants,,20,60,8/21/2019
DISTRICT 05 - MONTEREY,3500511,CASA DE FRUTA ORCHARDS,C,C,D1,TD,SC,20,53,9/18/2019
LPA67 - SAN DIEGO COUNTY,3701780,RICHARDSON BEARDSLEY PARK INC.,C,C,D1,There are no treatment plants,SC,20,28,4/24/2020
LPA69 - SAN JOAQUIN COUNTY,3900517,ALMOND PARK WATER SYSTEM,C,C,D1,There are no treatment plants,SC,20,60,12/6/2017
LPA70 - SAN LUIS OBISPO COUNTY,4000637,COUNTRY HILLS ESTATES,C,C,D1,T1,,20,60,6/25/2018
LPA70 - SAN LUIS OBISPO COUNTY,4000803,RANCHO SALINAS MBWC,C,C,D1,TD,SC,20,50,6/26/2018
LPA72 - SANTA BARBARA COUNTY,4200918,LOS PRIETOS COMPLEX,C,C,D1,TD,SC,20,45,4/16/2019
LPA74 - SANTA CRUZ COUNTY,4400613,LAS COLINAS ROAD & WATER ASSN,C,C,D1,There are no treatment plants,,20,60,4/25/2018
